wavelength	spectrum
822	0.199700564
823	0.199749276
824	0.199896455
825	0.199970037
826	0.200226218
827	0.200566426
828	0.200514168
829	0.200767145
830	0.200928926
831	0.200549915
832	0.200924546
833	0.201232791
834	0.201312602
835	0.201256365
836	0.201311335
837	0.201490343
838	0.201907367
839	0.201922879
840	0.20193021
841	0.202174395
842	0.202277333
843	0.202319682
844	0.202346206
845	0.202760488
846	0.202754498
847	0.2024443
848	0.201883495
849	0.202416241
850	0.202746272
851	0.202339873
852	0.202826202
853	0.202906832
854	0.202692568
855	0.202928603
856	0.203202516
857	0.203472868
858	0.203688458
859	0.203547001
860	0.203365624
861	0.203209102
862	0.203070983
863	0.203391507
864	0.203927219
865	0.203981891
866	0.203959495
867	0.203869924
868	0.203695759
869	0.204044089
870	0.20442985
871	0.20475015
872	0.204402193
873	0.204323038
874	0.204306498
875	0.203962654
876	0.204064384
877	0.204276308
878	0.204482898
879	0.204368487
880	0.204334453
881	0.204400286
882	0.204615042
883	0.204527721
884	0.20444411
885	0.204750925
886	0.204643443
887	0.204510003
888	0.204436049
889	0.203770071
890	0.203947455
891	0.204665318
892	0.205066696
893	0.204958543
894	0.204647824
895	0.204293743
896	0.20458059
897	0.204809681
898	0.204879284
899	0.204703808
900	0.20440957
901	0.204206049
902	0.204625025
903	0.204809532
904	0.204803646
905	0.204576328
906	0.204831436
907	0.204516634
908	0.203803152
909	0.204402551
910	0.204055354
911	0.203432918
912	0.203336298
913	0.204154924
914	0.204802915
915	0.204956889
916	0.204408288
917	0.204704538
918	0.20530507
919	0.203880221
920	0.204046458
921	0.204524651
922	0.204344586
923	0.20409964
924	0.204354063
925	0.205137461
926	0.204783604
927	0.204696044
928	0.204683736
929	0.204296947
930	0.203717738
931	0.203494236
932	0.204023957
933	0.204166502
934	0.204661503
935	0.205316201
936	0.203920588
937	0.204117298
938	0.20470418
939	0.204019189
940	0.203561068
941	0.203763008
942	0.204871908
943	0.205089569
944	0.204831555
945	0.204203978
946	0.203635991
947	0.203755766
948	0.204073533
949	0.204208493
950	0.204072833
951	0.204488143
952	0.205559283
953	0.204762667
954	0.203959838
955	0.203247115
956	0.202952012
957	0.204289272
958	0.205056474
959	0.20378311
960	0.203980058
961	0.204693481
962	0.205630645
963	0.204499066
964	0.203966051
965	0.20377782
966	0.203681827
967	0.203808561
968	0.204282224
969	0.205214709
970	0.203518748
971	0.203294426
972	0.204141259
973	0.203453436
974	0.203766078
975	0.204006299
976	0.202997133
977	0.203962147
978	0.204551846
979	0.204307482
980	0.205280468
981	0.205939814
982	0.205991954
983	0.204220548
984	0.205380559
985	0.206329376
986	0.204928994
987	0.205618471
988	0.205718592
989	0.204956248
990	0.203904614
991	0.205506518
992	0.207990423
993	0.208405137
994	0.207207635
995	0.206019178
996	0.205496207
997	0.206002787
998	0.205992401
999	0.205240443
1000	0.202606648
1001	0.177394345
1002	0.178436697
1003	0.178687558
1004	0.179091975
1005	0.178458557
1006	0.177915305
1007	0.178590044
1008	0.179307535
1009	0.17976068
1010	0.180600315
1011	0.180637658
1012	0.179534227
1013	0.179094523
1014	0.179562688
1015	0.179778382
1016	0.18000868
1017	0.180331171
1018	0.180480763
1019	0.180463165
1020	0.180519611
1021	0.180962384
1022	0.182346553
1023	0.183521122
1024	0.182536691
1025	0.180801541
1026	0.181520507
1027	0.184033141
1028	0.184592158
1029	0.183129415
1030	0.182754681
1031	0.183362052
1032	0.183205947
1033	0.18236272
1034	0.182077855
1035	0.183081612
1036	0.184128433
1037	0.183884725
1038	0.182873145
1039	0.182557449
1040	0.18344444
1041	0.184207857
1042	0.184037521
1043	0.183796361
1044	0.184799671
1045	0.186138585
1046	0.185451522
1047	0.183729172
1048	0.183103397
1049	0.183409318
1050	0.183925271
1051	0.184508473
1052	0.184985191
1053	0.184988365
1054	0.184939444
1055	0.184439197
1056	0.184492588
1057	0.185093671
1058	0.184585169
1059	0.184958458
1060	0.185731545
1061	0.185176611
1062	0.184131011
1063	0.184068784
1064	0.184680015
1065	0.18501842
1066	0.185269371
1067	0.185675666
1068	0.185739785
1069	0.186039597
1070	0.186786681
1071	0.187050939
1072	0.186957583
1073	0.186374977
1074	0.185760766
1075	0.185910493
1076	0.186294839
1077	0.186547861
1078	0.186756387
1079	0.187251747
1080	0.187805042
1081	0.187702209
1082	0.187229067
1083	0.187345207
1084	0.187775165
1085	0.18840681
1086	0.18895945
1087	0.188921198
1088	0.188888535
1089	0.188894734
1090	0.188999787
1091	0.18916291
1092	0.189166278
1093	0.189243868
1094	0.189580485
1095	0.189761683
1096	0.189113215
1097	0.188452095
1098	0.189127132
1099	0.189780816
1100	0.189206362
1101	0.188768953
1102	0.189093307
1103	0.189857185
1104	0.190647781
1105	0.191326588
1106	0.191702008
1107	0.1916143
1108	0.191467881
1109	0.191265777
1110	0.191263795
1111	0.191941738
1112	0.192553461
1113	0.193095446
1114	0.193955973
1115	0.193695083
1116	0.192483723
1117	0.192300424
1118	0.193303272
1119	0.194197819
1120	0.194619372
1121	0.194801703
1122	0.194836095
1123	0.194832414
1124	0.193610772
1125	0.19249402
1126	0.193571165
1127	0.194878131
1128	0.195090517
1129	0.195000574
1130	0.19520244
1131	0.195526734
1132	0.195215315
1133	0.194545731
1134	0.194390506
1135	0.194704473
1136	0.195164129
1137	0.195776075
1138	0.196160764
1139	0.196238533
1140	0.196265951
1141	0.195901528
1142	0.195576012
1143	0.195525289
1144	0.195467025
1145	0.19584401
1146	0.196203887
1147	0.196057603
1148	0.195967034
1149	0.196067587
1150	0.196114928
1151	0.196477532
1152	0.197136506
1153	0.197535068
1154	0.197580636
1155	0.197661161
1156	0.197829768
1157	0.197927952
1158	0.197619408
1159	0.197323501
1160	0.197573945
1161	0.197820053
1162	0.19775033
1163	0.197635561
1164	0.197656855
1165	0.197711781
1166	0.198219046
1167	0.198978201
1168	0.199174836
1169	0.198859781
1170	0.198826954
1171	0.199194238
1172	0.199551642
1173	0.199998572
1174	0.200416565
1175	0.200545341
1176	0.200651184
1177	0.200418502
1178	0.200191528
1179	0.200216204
1180	0.200314149
1181	0.200653613
1182	0.200977489
1183	0.200991184
1184	0.200904176
1185	0.201121122
1186	0.201474041
1187	0.201769754
1188	0.202125445
1189	0.202366143
1190	0.202269852
1191	0.202207997
1192	0.202389315
1193	0.202558875
1194	0.202587038
1195	0.202633858
1196	0.203226611
1197	0.203855827
1198	0.203844354
1199	0.203665361
1200	0.203827143
1201	0.204180256
1202	0.204412192
1203	0.204520226
1204	0.204590797
1205	0.204671636
1206	0.204865366
1207	0.205202863
1208	0.2054943
1209	0.205590889
1210	0.205573753
1211	0.205513462
1212	0.205563754
1213	0.205580309
1214	0.20552139
1215	0.205686823
1216	0.205979869
1217	0.206278354
1218	0.206441417
1219	0.206457451
1220	0.206574425
1221	0.206645191
1222	0.206579998
1223	0.206791192
1224	0.207174033
1225	0.207136557
1226	0.206937343
1227	0.207056046
1228	0.207354262
1229	0.20760493
1230	0.207837805
1231	0.208008513
1232	0.207912251
1233	0.207812086
1234	0.207782045
1235	0.207756117
1236	0.207883626
1237	0.208100811
1238	0.208440155
1239	0.208719745
1240	0.208802581
1241	0.208722502
1242	0.208777815
1243	0.209061697
1244	0.209188476
1245	0.209146664
1246	0.20915392
1247	0.209254891
1248	0.209356934
1249	0.209401861
1250	0.2094827
1251	0.209526613
1252	0.209530324
1253	0.209641963
1254	0.209804296
1255	0.209845498
1256	0.209815606
1257	0.209913686
1258	0.210123539
1259	0.210147023
1260	0.210075557
1261	0.210346267
1262	0.210645616
1263	0.210758299
1264	0.210877538
1265	0.210909575
1266	0.210794196
1267	0.210648999
1268	0.210516647
1269	0.210518271
1270	0.210802093
1271	0.211044729
1272	0.211052299
1273	0.211052477
1274	0.211204693
1275	0.211352795
1276	0.211193725
1277	0.210971355
1278	0.211166665
1279	0.211545497
1280	0.211604297
1281	0.211449623
1282	0.211511686
1283	0.21184665
1284	0.212250203
1285	0.212406203
1286	0.212261319
1287	0.212001503
1288	0.211799979
1289	0.211802199
1290	0.211788863
1291	0.211734697
1292	0.211843938
1293	0.211994305
1294	0.212006703
1295	0.211990535
1296	0.212046385
1297	0.212094635
1298	0.212126434
1299	0.212268218
1300	0.212450221
1301	0.212651357
1302	0.212855965
1303	0.212789074
1304	0.212576777
1305	0.212607503
1306	0.212784618
1307	0.212854803
1308	0.212865844
1309	0.213033304
1310	0.213363335
1311	0.213724077
1312	0.213783458
1313	0.213721886
1314	0.213657454
1315	0.213506773
1316	0.213536009
1317	0.213759169
1318	0.214132354
1319	0.2143877
1320	0.214407191
1321	0.214442283
1322	0.214562967
1323	0.214647427
1324	0.214620754
1325	0.214624539
1326	0.21475035
1327	0.21483621
1328	0.214820132
1329	0.21485056
1330	0.214973524
1331	0.215081617
1332	0.214961335
1333	0.214894444
1334	0.215068877
1335	0.215042651
1336	0.215101153
1337	0.215355203
1338	0.215475693
1339	0.215649545
1340	0.215614125
1341	0.215280786
1342	0.215273291
1343	0.215864241
1344	0.216295138
1345	0.216029808
1346	0.215735778
1347	0.21596995
1348	0.216317683
1349	0.216414645
1350	0.216439262
1351	0.216434613
1352	0.216377556
1353	0.216470644
1354	0.216613829
1355	0.216507405
1356	0.216376752
1357	0.21636261
1358	0.216515765
1359	0.216626182
1360	0.216539323
1361	0.216774777
1362	0.217057541
1363	0.216978848
1364	0.216844305
1365	0.21658127
1366	0.216223806
1367	0.216171339
1368	0.216393635
1369	0.216521338
1370	0.216339305
1371	0.216061994
1372	0.215954915
1373	0.215968609
1374	0.215917528
1375	0.215782106
1376	0.215566918
1377	0.215385169
1378	0.215395957
1379	0.215445042
1380	0.215324402
1381	0.215116724
1382	0.214965329
1383	0.214904726
1384	0.214771092
1385	0.214622036
1386	0.214510247
1387	0.214321062
1388	0.214116469
1389	0.213885561
1390	0.213500768
1391	0.213265926
1392	0.213321164
1393	0.213381022
1394	0.213411689
1395	0.213257387
1396	0.212763235
1397	0.212388441
1398	0.212362707
1399	0.212254867
1400	0.212038144
1401	0.212043315
1402	0.211945385
1403	0.211563766
1404	0.211288169
1405	0.211238444
1406	0.211148545
1407	0.210836351
1408	0.210587636
1409	0.210677087
1410	0.210661083
1411	0.210226595
1412	0.209900349
1413	0.209906295
1414	0.209912091
1415	0.210023433
1416	0.210181102
1417	0.210362032
1418	0.210563898
1419	0.210768357
1420	0.21102424
1421	0.211291388
1422	0.211475551
1423	0.211585656
1424	0.211811602
1425	0.211993545
1426	0.212153435
1427	0.212407693
1428	0.212379202
1429	0.212377965
1430	0.212659672
1431	0.212834954
1432	0.212979451
1433	0.21333994
1434	0.213757202
1435	0.21393317
1436	0.213835061
1437	0.2137312
1438	0.213729411
1439	0.213884979
1440	0.214189768
1441	0.214420244
1442	0.214571178
1443	0.214677706
1444	0.214518353
1445	0.214332759
1446	0.21445705
1447	0.214661866
1448	0.214706317
1449	0.214700371
1450	0.214689925
1451	0.214672327
1452	0.214740783
1453	0.214804098
1454	0.214820623
1455	0.214910865
1456	0.215066627
1457	0.215179741
1458	0.215212286
1459	0.215251654
1460	0.215311259
1461	0.215363085
1462	0.215318143
1463	0.21519345
1464	0.215126634
1465	0.215213373
1466	0.215362027
1467	0.215413406
1468	0.215512469
1469	0.215723798
1470	0.215773374
1471	0.215574473
1472	0.215449229
1473	0.215605766
1474	0.215780124
1475	0.215728909
1476	0.215785921
1477	0.216139436
1478	0.216263533
1479	0.216091871
1480	0.216027886
1481	0.216125742
1482	0.216222912
1483	0.216273904
1484	0.216399685
1485	0.216557488
1486	0.216549069
1487	0.21639353
1488	0.216321051
1489	0.216407955
1490	0.216539338
1491	0.216643915
1492	0.216648147
1493	0.216490701
1494	0.216436744
1495	0.216713965
1496	0.216956392
1497	0.216990784
1498	0.217002019
1499	0.217005
1500	0.217061877
1501	0.217429325
1502	0.217807546
1503	0.217589661
1504	0.217279971
1505	0.217308059
1506	0.217438921
1507	0.217509523
1508	0.21736142
1509	0.217387795
1510	0.217614681
1511	0.217732757
1512	0.21797052
1513	0.218165085
1514	0.218134195
1515	0.218173802
1516	0.218248293
1517	0.218044475
1518	0.21779108
1519	0.217811346
1520	0.217914015
1521	0.218049139
1522	0.218273669
1523	0.218338221
1524	0.218108758
1525	0.217831179
1526	0.217820033
1527	0.217977673
1528	0.218047991
1529	0.21805875
1530	0.218140423
1531	0.218213409
1532	0.218122527
1533	0.218117073
1534	0.218255639
1535	0.218288973
1536	0.218360096
1537	0.218467578
1538	0.218527034
1539	0.218492106
1540	0.218301773
1541	0.218271792
1542	0.218481556
1543	0.21864447
1544	0.21890609
1545	0.219037369
1546	0.218679905
1547	0.218542054
1548	0.218981624
1549	0.219306976
1550	0.219158232
1551	0.21901992
1552	0.219029292
1553	0.218948975
1554	0.21883072
1555	0.218830615
1556	0.21889922
1557	0.218863234
1558	0.218680933
1559	0.218670011
1560	0.219035596
1561	0.219273955
1562	0.219181612
1563	0.219076335
1564	0.218941748
1565	0.218888342
1566	0.219149336
1567	0.219335705
1568	0.2190146
1569	0.218679637
1570	0.218796059
1571	0.219009727
1572	0.219068781
1573	0.219073877
1574	0.219171092
1575	0.219274879
1576	0.219282001
1577	0.219296649
1578	0.219326451
1579	0.219317555
1580	0.21932146
1581	0.219357669
1582	0.219348729
1583	0.219327822
1584	0.219366834
1585	0.219413117
1586	0.219066828
1587	0.218704745
1588	0.218862683
1589	0.219039097
1590	0.219257608
1591	0.219515756
1592	0.219582468
1593	0.219561115
1594	0.219399244
1595	0.219288334
1596	0.219530433
1597	0.219820917
1598	0.219851866
1599	0.219833419
1600	0.220011026
1601	0.220139235
1602	0.219945446
1603	0.219816014
1604	0.220083177
1605	0.22036539
1606	0.22016871
1607	0.219932288
1608	0.220053419
1609	0.220178634
1610	0.21987614
1611	0.219571427
1612	0.219525814
1613	0.219445333
1614	0.219783336
1615	0.220222935
1616	0.220412448
1617	0.220554218
1618	0.220645308
1619	0.220740244
1620	0.220800549
1621	0.220846489
1622	0.220741823
1623	0.220648199
1624	0.220919237
1625	0.221184477
1626	0.221009851
1627	0.220828131
1628	0.220942408
1629	0.221055165
1630	0.221263751
1631	0.221516237
1632	0.221154302
1633	0.220669687
1634	0.220730543
1635	0.220919505
1636	0.221129298
1637	0.221289098
1638	0.221221462
1639	0.221141681
1640	0.221282825
1641	0.221460134
1642	0.221644044
1643	0.22184442
1644	0.221776411
1645	0.221671999
1646	0.221899971
1647	0.22214067
1648	0.221865535
1649	0.221586823
1650	0.221905127
1651	0.222197473
1652	0.222081453
1653	0.222019091
1654	0.222123906
1655	0.222160771
1656	0.221877307
1657	0.22163412
1658	0.221831545
1659	0.222017735
1660	0.221921667
1661	0.221834034
1662	0.221745118
1663	0.221663341
1664	0.221676588
1665	0.221709579
1666	0.221905202
1667	0.222049862
1668	0.222066641
1669	0.222106174
1670	0.222016066
1671	0.221909449
1672	0.221992657
1673	0.222104996
1674	0.222158358
1675	0.222195879
1676	0.222154498
1677	0.22200793
1678	0.221603751
1679	0.221431762
1680	0.222012967
1681	0.222481996
1682	0.222524107
1683	0.222458959
1684	0.222152725
1685	0.222005665
1686	0.222191378
1687	0.222277209
1688	0.222210526
1689	0.222268626
1690	0.222567499
1691	0.222695112
1692	0.222483993
1693	0.222361445
1694	0.222407401
1695	0.222361654
1696	0.222163171
1697	0.222192109
1698	0.222582996
1699	0.222609505
1700	0.222087979
1701	0.22200194
1702	0.222482264
1703	0.222672254
1704	0.222556755
1705	0.22261101
1706	0.222794697
1707	0.222834542
1708	0.222772703
1709	0.222792402
1710	0.22286959
1711	0.222987145
1712	0.223137528
1713	0.223079324
1714	0.222892031
1715	0.222946748
1716	0.223127633
1717	0.223252431
1718	0.223354936
1719	0.223358884
1720	0.223325893
1721	0.223198712
1722	0.223031178
1723	0.223172307
1724	0.223405614
1725	0.223443434
1726	0.223436892
1727	0.223365918
1728	0.223281175
1729	0.223805726
1730	0.224412158
1731	0.2237674
1732	0.223016426
1733	0.223451093
1734	0.223931193
1735	0.223357812
1736	0.222808972
1737	0.222905427
1738	0.223029673
1739	0.223445609
1740	0.223795325
1741	0.223672032
1742	0.223600104
1743	0.223778039
1744	0.223882928
1745	0.223729208
1746	0.223585799
1747	0.223441839
1748	0.22322005
1749	0.222829729
1750	0.22272341
1751	0.223191246
1752	0.223373502
1753	0.223081246
1754	0.223086581
1755	0.223493546
1756	0.223653361
1757	0.223519221
1758	0.223254889
1759	0.222878844
1760	0.222973228
1761	0.223447531
1762	0.223665997
1763	0.223703012
1764	0.223529324
1765	0.22324726
1766	0.223125458
1767	0.223075002
1768	0.223339394
1769	0.223701149
1770	0.223779365
1771	0.223800704
1772	0.223633721
1773	0.223423347
1774	0.223621741
1775	0.223876894
1776	0.223904729
1777	0.223900393
1778	0.223926216
1779	0.223918751
1780	0.223193541
1781	0.222666413
1782	0.223826915
1783	0.224692985
1784	0.224036545
1785	0.223505974
1786	0.223364234
1787	0.223268211
1788	0.223334447
1789	0.223516613
1790	0.223948613
1791	0.224201798
1792	0.224132955
1793	0.223948494
1794	0.223669231
1795	0.223584101
1796	0.223653406
1797	0.223549724
1798	0.223309278
1799	0.223147482
1800	0.223078519
1801	0.225714236
1802	0.226448119
1803	0.226935536
1804	0.226099476
1805	0.225198269
1806	0.224400923
1807	0.22351791
1808	0.223567531
1809	0.224308938
1810	0.225739002
1811	0.225943521
1812	0.224731281
1813	0.223794863
1814	0.223956421
1815	0.225741923
1816	0.227189839
1817	0.226155981
1818	0.224820122
1819	0.223555699
1820	0.222131923
1821	0.222151712
1822	0.223656312
1823	0.224400297
1824	0.224523827
1825	0.224833593
1826	0.225847691
1827	0.226357833
1828	0.225665152
1829	0.224970683
1830	0.225477234
1831	0.227067009
1832	0.22846514
1833	0.22731176
1834	0.2259361
1835	0.225318387
1836	0.22536613
1837	0.225262463
1838	0.225074172
1839	0.224938929
1840	0.224412069
1841	0.223941058
1842	0.225146875
1843	0.226353899
1844	0.224786893
1845	0.222296059
1846	0.222343653
1847	0.225405246
1848	0.227765128
1849	0.227212682
1850	0.226663232
1851	0.227475956
1852	0.228396311
1853	0.228705943
1854	0.228704765
1855	0.228219882
1856	0.226900578
1857	0.2257182
1858	0.225763723
1859	0.225809127
1860	0.22630015
1861	0.226861626
1862	0.226709932
1863	0.226058766
1864	0.226232231
1865	0.227545768
1866	0.228480831
1867	0.228439361
1868	0.228397951
1869	0.227445677
1870	0.226350427
1871	0.226152211
1872	0.226065978
1873	0.225557625
1874	0.225176439
1875	0.225028276
1876	0.22551471
1877	0.225995347
1878	0.225604296
1879	0.224891677
1880	0.223483667
1881	0.222532392
1882	0.22228241
1883	0.222207993
1884	0.222080454
1885	0.220697284
1886	0.219132945
1887	0.217337459
1888	0.21580705
1889	0.215714529
1890	0.215853527
1891	0.215296358
1892	0.213809982
1893	0.212690935
1894	0.212270722
1895	0.211429968
1896	0.209631234
1897	0.208234832
1898	0.207725272
1899	0.206762046
1900	0.207177743
1901	0.208194792
1902	0.208346426
1903	0.208938494
1904	0.209315643
1905	0.207415596
1906	0.204834417
1907	0.203548893
1908	0.202951223
1909	0.204256937
1910	0.205950797
1911	0.206410035
1912	0.206787929
1913	0.207455069
1914	0.207280383
1915	0.206611291
1916	0.20696789
1917	0.208198592
1918	0.207894444
1919	0.206596017
1920	0.205613717
1921	0.205280274
1922	0.205508724
1923	0.206138059
1924	0.206676349
1925	0.207228154
1926	0.207889974
1927	0.208138242
1928	0.208736241
1929	0.209498242
1930	0.20945482
1931	0.208982855
1932	0.208534703
1933	0.208599091
1934	0.209385261
1935	0.210239276
1936	0.210657299
1937	0.210606858
1938	0.209861234
1939	0.209695786
1940	0.210866913
1941	0.211340711
1942	0.211037159
1943	0.21090807
1944	0.210833833
1945	0.210635737
1946	0.211489007
1947	0.212954715
1948	0.212930739
1949	0.213392526
1950	0.213801429
1951	0.213733628
1952	0.213583395
1953	0.213259876
1954	0.212711141
1955	0.212547809
1956	0.213422105
1957	0.214545161
